Unnamed: 0,Character,Line,Season,Episode_Number
24718,Michael, you know what i think were a great couple i think were a classic couple i think were like romeo and juliet i think we go together so well  were like peanut butter and jelly dont you think,5,5
24720,Michael, then dont do it please dont do this please dont do this they continue arguing,5,5
24722,Michael, i dont know what im gonna do ,5,5
24724,Michael, please,5,5
24726,Michael, im not gonna be okay,5,5
24729,Michael, no i wont im not strong and ill go back to jan and i hate jan oh god  ,5,5
24730,Andy, outside mens room you might be interested stops when he sees stanley come out,5,5
24732,Andy, dwight,5,5
24733,Dwight, andy ive been meaning to ask you which a cappella group should i join the harmoniacs or the doremigos,5,5
24734,Andy, hm assuming you had the voice to be in any of them its irrelevant because i called admissions and it looks like i will be conducting your university interview,5,5
24735,Dwight, thats a conflict of interest,5,5
24736,Andy, yeah big one so should i not let you in now or do you want to do the interview and then i wont let you in,5,5
24737,Dwight, thinks interview,5,5
24738,Andy,  excellent when the hourglass strikes three then in the room whence employees confer,5,5
24739,Dwight, what,5,5
24740,Andy, the conference room,5,5
24741,Dwight, okay  ,5,5
24742,Andy, who are your role models  ,5,5
24743,Andy,  if i had to put dwights chances into a percentage i would say he has none percent chance  ,5,5
24744,Andy, so dane cook jack bauer and eli whitney youre doing great  ,5,5
24745,Jim, oh wow this is my niece vanessa shes a trumpeter and look at her,5,5
24746,Pam, cute,5,5
24747,Jim, that must be really fun for you and marci huh,5,5
24749,Jim, love that one,5,5
24751,Jim, here you go again what is your deal today,5,5
24753,Pam, miles davis,5,5
24754,Jim, one,5,5
24755,Pam, chet something,5,5
24756,Jim, half,5,5
24758,Pam,  dizzy gillespie,5,5
24759,Jim, also good,5,5
24762,Jim, pete couldnt make the mets shes at pratt you played jv baseball will you lighten up a little bit,5,5
24764,Pam, i dont know if im gonna make any money with art,5,5
24765,Jim, pam dont worry about it,5,5
24766,Pam, i mean its a very competitive field but i have a professor who says i have a lot of promise and if i dont try now i never will so,5,5
24767,Jim, guys what is going on  pete and tom burst out in laughter,5,5
24770,Pam,  got you,5,5
24772,Andy, lets see how well you know your big red history,5,5
24773,Dwight, bring it,5,5
24774,Andy, who was cornells eighth president,5,5
24775,Dwight, dale raymond corson,5,5
24776,Andy, mm im sorry thats incorrect cornells seventh president was in fact james a perkins writes in a notebook comprehension skills subpar,5,5
24777,Dwight, hmm interviewing skills subpar writes in a notebook,5,5
24778,Andy, what are you writing cant even give cornell your full attention,5,5
24779,Dwight, on the contrary im helping cornell by evaluating their interviewers,5,5
24780,Andy, nobody wants that to happen,5,5
24781,Dwight, well when they get my evaluation well see if theyre interested,5,5
24782,Andy, applicant is attempting to blackmail interviewer showing low moral character,5,5
24783,Dwight, interviewer is threatening applicant with an arbitrary review process,5,5
24784,Andy, applicant is wasting everyones time with stupid and inane accusations,5,5
24785,Dwight, interviewer has suspect motives,5,5
24786,Andy, applicant has a head shaped like a trapezoid ,5,5
24787,Dwight, interviewer has turned off applicants interest in cornell and they are going to go to the vastly superior dartmouth ever heard of it i think i have everything i need,5,5
24788,Andy, i have everything i need talking over each other,5,5
24789,Dwight, and you will be hearing from the ,5,5
24790,Andy, and you will be hearing from ,5,5
24791,Dwight, cornell application department ,5,5
24792,Andy, which i will not be a part of,5,5
24793,Dwight, and you will not be pleased with the result pulls table away from andy,5,5
24794,Andy, and you will not be pleased with the result,5,5
24795,Dwight, and your affiliation with cornell ,5,5
24796,Andy, and your affiliation with cornell ,5,5
24797,Dwight, will end completely,5,5
24798,Andy, will end completely,5,5
24799,Dwight, has won the table war that is all sir you may go  ,5,5
24801,Pam, for the record i wanted go another direction which was way better,5,5
24802,Jim, well ill be the judge of that what do you got,5,5
24803,Pam, okay i lost my engagement ring in ceramics class left it in my smock i had this whole thing where i go back to class wrongly accuse another girl look i even used makeup to put a ring around my finger you can hardly see it its very subtle ,5,5
24804,Jim, that is good,5,5
24805,Pam, thank you,5,5
24806,Jim, truthfully anything would have been better than that prank laughs oh text message from my brother pam cool welcome to the family,5,5
24807,Pam, oh hey how about at thanksgiving we prank tom about being bald  ,5,5
24809,Michael, oh thats mine actually um maybe put it back in the truck,5,5
24811,Michael, you know i have some things i need to do this weekend i just remembered so ill just ride back with you,5,5
24813,Michael, ill be down in just a second into house holly  ,5,5
24814,Michael, so um i think im gonna go back with darryl holly hugs michael okay they kiss goodbye goodbye,5,5
24817,Michael, we didnt break up,5,5
24819,Michael, okay,5,5
24821,Michael, thats a really pretty song ,5,5
24823,Michael, okay,5,5
24825,Michael, okay,5,5
24827,Michael, da  na na na na,5,5
24829,Michael, da  na na na na,5,5
24831,Michael, da  na na na na,5,5
24833,Michael, da  na na na na,5,5
24835,Michael, da  na na na na ,5,5
24837,Michael, deeper da  na na na na,5,5
24839,Michael, deeper da  na na na na,5,5
24841,Michael, blues singer da  na na na na  ,5,5
24842,Andy, whistling enters office in farmer overalls  i thought id come in casual today man im hungry anyone else feel like a beet,5,5
24843,Dwight, where did you get those,5,5
24844,Andy, what these  bernard farms best beets in the state,5,5
24845,Dwight, i see what you are doing but i do not know where you are going with this,5,5
24846,Andy, well you will soon as you visit my new beet farm attempts to bite into a raw beet beet is too hard youre supposed to cook these arent you,5,5
24847,Dwight, scoffs cornell easily bites into a beet  ,5,5
24872,Michael, talking head this is gonna be awesome this is gonna be awesome ive decided that on my drives to nashua i am going to learn french the language of love and on my drives back i am going to learn spanish what the cleaning crew speaks,5,5
24875,Michael, playing cats cradle with holly okay am i grabbing this one,5,5
24877,Michael, laughs,5,5
24884,Michael, fair enough,5,5
24886,Michael, okay okay what kind of car games did you play in the hood,5,5
24888,Michael, cow surfing,5,5
24890,Michael, really ,5,5
24893,Michael, cow surfing spots a cow out the window okay here we go theres a cow,5,5
24895,Michael, oh shoot okay all right all right throws up hands pull it over here we go,5,5
24897,Michael, reaching to open door im gonna do it,5,5
24900,Michael, the man has a point,5,5
24903,Michael, visibly shocked what why,5,5
24905,Michael, gasps i do hey come on,5,5
24907,Michael, jackson five  ,5,5
24910,Michael, rubbing noses with holly youre the one,5,5
24912,Michael, you are,5,5
24914,Michael, no you are,5,5
24917,Michael, youre the best,5,5
24919,Michael, youre better youre better than my best,5,5
24922,Michael, here we go,5,5
24924,Michael, okay ready,5,5
24928,Michael, watch this darryl watch this,5,5
24934,Michael, yeah,5,5
24937,Michael, yeah right snuggle time,5,5
24940,Michael, makes squeaking sounds,5,5
24942,Michael, heres what i was thinking the following weekend i drive up,5,5
24944,Michael, we get right in the car we pop up to montreal its like another seven hours,5,5
24946,Michael, speak,5,5
24948,Michael, absolutely oh and you know what darryl you are invited to go as well,5,5
24950,Michael, come on itll be fun,5,5
24952,Michael, emerging from convenience store with two ice cream sundaes hey look at that fun right,5,5
24954,Michael, mmm mmm remember the 15scooper we had last week wasnt that good i was scooperman you were scoopydoo remember what you said you were laughing,5,5
24956,Michael, say what you said,5,5
24958,Michael, laughs ill save you im superman scooperman,5,5
24960,Michael, i didnt ask  ,5,5
24961,Michael, we want the same things,5,5
24963,Michael, that is a lucky number seven 7up seven dwarfs,5,5
24965,Michael, seven deadly sins its a sign,5,5
24969,Michael, standing with holly next to welcome to new hampshire sign oh its really cold here,5,5
24971,Michael, yeah,5,5
24973,Michael, starts to cry can we have another i think i blinked  ,5,5
24975,Michael, oh you have your own entrance thats nice,5,5
24979,Andy, i dont care so it doesnt matter,5,5
24981,Andy, you dont think he could get in thoughright i mean i dont care but i just dont see how he could i doubt he could get in,5,5
24983,Andy, i dont care either way soshut up,5,5
24985,Andy, in parking lot on cell phone dont tell me to calm down dad grunts dont do that oh god of all people i thought you would understand youre an alum this guy heshes poking the bear listens briefly yeah okay ill see you at thanksgiving hi to mom bye  ,5,5
24987,Dwight, you once told me that andy and i had different strengths well he cant do what i can do i can get into cornell but he doesnt know how to make food and shelter from a golden retriever,5,5
24989,Dwight, no but itll make you respect him less,5,5
25002,Michael, ow god,5,6
25003,Dwight, oh nothing can hurt you now youre a man in love  ,5,6
25005,Andy, big idea double wedding me angela you holly,5,6
25006,Michael, no we would never do that and if we did it would be with jim and pam,5,6
25007,Jim, yeah wed never do that,5,6
25008,Michael, yeah so there you go,5,6
25010,Michael, oh wow so quickly,5,6
25013,Michael, nope nope not yet,5,6
25014,Jim, you wouldnt tell your mom,5,6
25017,Michael, ill call her later,5,6
25019,Michael, i dont want to do that chanting continues all right picks up phone and dials she is going to freak out,5,6
25020,Andy, punches button speakerphone,5,6
25021,Michael, thats  thanks,5,6
25023,Michael, mom im getting married,5,6
25025,Michael, why do you always do that whenever im getting married you dont believe me,5,6
25027,Michael, no laughs,5,6
25029,Michael, im not im not getting married so laughs psych  ,5,6
25031,Michael, and im out a fiancee are those the customer surveys,5,6
25033,Michael, ill take care of that for you crumples receipt and throws it in trash thanks  ,5,6
25034,Michael, kelly kapoor is our dusky exotic customer service rep and once a year she will contact our clients and find out how happy they are with our salespeople sort of a kapoors list schindlers list parody  thats not appropriate no  ,5,6
25035,Jim, those reports affect our bonuses which is kind of great for me because you wouldnt know it from looking at her but pams a golddigger,5,6
25036,Pam, on bluetooth speaker hey new york aint free get back to work,5,6
25037,Jim, aww  ,5,6
25038,Pam, its the worlds tiniest bluetooth i found it in a japanese gadget store in the village i got one for jim too jim say something,5,6
25039,Jim, on bluetooth testing testing hello everybody,5,6
25040,Pam, we wanted to stay on the phone all day but the company has a policy against eighthour personal calls so were not telling anyone,5,6
25043,Pam, i should go  ,5,6
25044,Michael, alrighty dwighty lets see how you did,5,6
25045,Dwight, bring it on starts to put foot up on michaels desk,5,6
25046,Michael, no,5,6
25047,Dwight, sorry,5,6
25048,Michael, wow,5,6
25049,Dwight, what does it say,5,6
25050,Michael, dwight your feedback is horrible,5,6
25051,Dwight, thats impossible,5,6
25052,Michael, a number of your clients found your personal style abrasive and distasteful,5,6
25053,Dwight, i sell more paper than anyone stands and reaches for the file,5,6
25054,Michael, no no no no no,5,6
25055,Dwight, wait is this a joke im getting that queasy feeling that sometimes accompanies jokes,5,6
25056,Michael, do i look like i am joking,5,6
25057,Dwight, no but thats sometimes part of it,5,6
25058,Michael, if i were joking you would be laughing do you look like you are laughing,5,6
25059,Dwight, impossible to say i cant see myself,5,6
25060,Michael, youre not  ,5,6
25061,Andy, yo tommy tuna did you get your scores yet,5,6
25062,Jim, nope,5,6
25063,Andy, i got mine they were really good,5,6
25064,Pam, listening in new york i miss him,5,6
25065,Jim, you must be really proud,5,6
25066,Andy, yeah pretty psyched whoa thats my mug,5,6
25067,Jim, oh sorry it was just  it was right here,5,6
25068,Andy, right well its mine so if you could pour it out and get another one,5,6
25069,Jim, ok or maybe i could finish the coffee thats in here and you could use finds a mug uh oh  snoopy,5,6
25070,Pam, dont give him snoopy thats mine,5,6
25071,Andy, smiles it is a great mug but its not my mug that is my mug so give it back,5,6
25072,Jim, how can you even be sure,5,6
25073,Andy, it has my face on it,5,6
25074,Jim, holds mug next to andys head make the face andy smiles yeah i dont see it,5,6
25075,Andy, dude that is my face  ,5,6
25076,Pam, dwight slams something on desk what was that,5,6
25077,Jim, wow that was dwight he seems upset about something,5,6
25078,Pam, describe him exactly what color mustard is his shirt yellow or dijon,5,6
25079,Jim, it is more of a spicy brown actually,5,6
25080,Dwight, what are you mumbling about,5,6
25081,Jim, how was your meeting with michael,5,6
25082,Dwight, none of your business,5,6
25083,Jim, was it your scores,5,6
25084,Dwight, those cant be my scores jim for your information ,5,6
25085,Jim, mmhmm,5,6
25086,Dwight, im being sabotaged,5,6
25087,Jim, of course,5,6
25088,Dwight, and im going to find that person and punish them,5,6
25089,Jim, absolutely or you could just be nice to your customers,5,6
25090,Dwight, youre an idiot,5,6
25091,Jim, theres the charm,5,6
25092,Michael, jimbo lets do this thang,5,6
25093,Jim, that is me wish me luck,5,6
25094,Dwight, no way,5,6
25095,Pam, whispers on bluetooth good luck,5,6
25096,Jim, thanks,5,6
25097,Dwight, i didnt say anything,5,6
25098,Pam, i love you,5,6
25099,Jim, i love you too,5,6
25100,Dwight, what do you think i am saying to you,5,6
25101,Jim, im not talking to you  ,5,6
25102,Dwight, ive caught jim talking to himself several times today what a loser get a friend loser  ,5,6
25103,Andy, on phone yeah im looking at it right now its really gorgeous you guys do great work  ,5,6
25104,Andy, i found the best tentist on the east coast he personally tented giulianis first and third weddings and i got him shakes fist i got him  ,5,6
25105,Andy, on phone would you be able to do the same design but with walls of gray and a top thats gray too fabulous  ,5,6
25106,Michael, oh come on,5,6
25107,Jim, what,5,6
25108,Michael, you too,5,6
25109,Jim, did my scores drop a little,5,6
25110,Michael, jim they are a poopy jim coughs presses button to end call on bluetooth  ,5,6
25111,Pam, touches ear jim jim  ,5,6
25112,Jim, are we even sure thats my file,5,6
25113,Michael, no glances at it yes i am sure jim it ,5,6
25114,Jim, well theres got to be an explanation,5,6
25115,Michael, i agree,5,6
25116,Jim, yeah,5,6
25117,Michael, so lets see what we can find out from reading reads jim halpert is smudge and arrogant,5,6
25118,Jim, i think you mean smug,5,6
25119,Michael, points at jim arrogance,5,6
25120,Jim, michael im just trying to ,5,6
25121,Michael, and theres our smudgeness  ,5,6
25122,Jim, i need a decent bonus because im actually in the process of buying my parents house so that they can retire and if history tells us anything its that you cant go wrong buying a house you cant afford pam doesnt know about the house so its a fun surprise taps bluetooth earpiece pam sorry about that i lost you for a second so as it turns out i may not have done so hot on my customer reviews this year,5,6
25123,Pam, maybe its because you spent the whole year flirting with the receptionist,5,6
25124,Jim, a little bit  worth it  ,5,6
25125,Michael, heres whats going to happen i am going to have to fix you manage you two on a more personal scale a more micro form of management jim what is that called,5,6
25126,Jim, microgement,5,6
25127,Michael, boom yes now jim is going to be the client dwight youre going to have to sell to him without being aggressive hostile or difficult lets go,5,6
25128,Dwight, all right fine picks up phone brrring,5,6
25129,Jim, picks up phone hello,5,6
25130,Dwight, hello this is dwight schrute from the dunder mifflin paper company,5,6
25131,Jim, wow thats great because i need paper,5,6
25132,Dwight, excellent then you are in luck because we are having a limitedtime offer only on everything,5,6
25133,Jim, wow this is my lucky day,5,6
25134,Michael, whispers ask him his name,5,6
25135,Dwight, what is your name sir,5,6
25136,Jim, i am bill buttlicker,5,6
25137,Dwight, really thats your real name,5,6
25138,Jim, how dare you my family built this country by the way,5,6
25139,Michael, be respectful dwight,5,6
25140,Dwight, yes michael,5,6
25141,Jim, would you hold on one second thats my other line,5,6
25142,Dwight, what no but i ,5,6
25143,Jim, hello laughs no im just on the phone with this stupid salesman hes so dumb probably just gonna keep him on the line forever and not buy anything yeah ok punches button on phone,5,6
25144,Michael, its up to you to change his mind,5,6
25145,Jim, sorry that was a family emergency,5,6
25146,Dwight, oh no whats wrong,5,6
25147,Jim, you know what thats private,5,6
25148,Michael, boundaries dwight come on,5,6
25149,Dwight, sorry mr buttlicker as i was saying were having a limited,5,6
25150,Jim, sorry youre going to have to speak up a little bit louder im hard of hearing,5,6
25151,Michael, hes hard of  hes an old man lets go,5,6
25152,Dwight, ok as i was saying right now we are having ,5,6
25153,Jim, youre gonna have to talk louder,5,6
25154,Dwight, ok our prices have never been lower,5,6
25155,Jim, son you have to talk louder,5,6
25156,Dwight, never been lower,5,6
25157,Jim, louder son,5,6
25158,Dwight, shouting buttlicker our prices have never been lower,5,6
25159,Michael, stop it stop it,5,6
25160,Dwight, he ,5,6
25161,Michael, that is totally inappropriate you never yell at the client you never yell at the client,5,6
25162,Jim, now you listen to me sir,5,6
25163,Michael, here we go,5,6
25164,Jim, the three words i would describe you as is aggressive hostile and definitely difficult,5,6
25165,Michael, give me the phone,5,6
25166,Dwight, please mr buttlicker ,5,6
25167,Jim, im irate right now,5,6
25168,Michael, give me the phone,5,6
25169,Dwight, please give me another chance mr buttlicker,5,6
25170,Michael, give me the phone give me the phone,5,6
25171,Dwight, i have to put you on with my boss,5,6
25172,Jim, well i should hope so michael takes phone who is this,5,6
25173,Michael, hello this is michael scott regional manager,5,6
25174,Jim, well this is william m buttlicker,5,6
25175,Michael, hello mr buttlicker how may we help you,5,6
25176,Jim, michael i like the sound of your voice you know what im going to do im going to buy one million dollars worth of paper products today,5,6
25177,Dwight, shakes fist whispers yeah,5,6
25178,Michael, covers phone whispers to dwight see how its done into phone thank you very much sir i dont think youll regret it to dwight see what i did,5,6
25179,Dwight, you are the master,5,6
25180,Jim, there is one condition michael,5,6
25181,Michael, yes,5,6
25182,Jim, you have to fire the salesman that treated me so terribly,5,6
25183,Dwight, dont do it michael,5,6
25184,Michael,  whispers its a milliondollar sale  ,5,6
25185,Andy, so its called the shangrila tent its two stories heated and has a bridal suite for my bridal sweet its just really simple really tasteful,5,6
25187,Andy, hobos live in trains,5,6
25189,Andy, well nana mim  ahh ok look this tent is awesome and its in high demand so i really think we should put a deposit down now,5,6
25191,Andy, done and doneer,5,6
25193,Andy, do you have a specific place in mind,5,6
25195,Andy, on it  ,5,6
25196,Jim, dwight dwight dwights car comes screeching into view,5,6
25197,Dwight, get in,5,6
25198,Jim, are you serious,5,6
25199,Dwight, get in he peels off into parking space,5,6
25200,Jim, ok what are you ,5,6
25201,Dwight, shh turns radio up loud playing centerfold they might be listening to us,5,6
25202,Jim, whats that,5,6
25203,Dwight, they might be listening to us,5,6
25204,Jim, whos they,5,6
25206,Jim, in this car,5,6
25207,Dwight, you never know better safe than sorry,5,6
25208,Jim, turns radio down what are you thinking,5,6
25209,Dwight, who stands to benefit from our downfall,5,6
25210,Jim, the mob maybe nasa,5,6
25211,Dwight, could be the mob but then dundermifflin would need to be a front for money laundering and theres little evidence of that,5,6
25212,Jim, is there some evidence,5,6
25213,Pam, on bluetooth ooh cute shoes online,5,6
25214,Jim, how many shoes do you need,5,6
25215,Dwight, i dont know two maybe three if one wears out how many shoes do you need  ,5,6
25216,Jim, im not talking to you,5,6
25217,Dwight, who are you talking to,5,6
25218,Jim, pam,5,6
25219,Dwight, shes not here jim,5,6
25220,Jim, no shes not  ,5,6
25221,Pam, in new york humming to herself to the tune of centerfold na na na na na na na na na na na na  ,5,6
25222,Andy, at computer spins chair around and makes triumphant gesture yes  ,5,6
25223,Andy, i found it i found the perfect place a local bedandbreakfast on a 60acre beet farm and even better i have an in with the owner oh yeah we work together its dwight schrute as in schrute farms  ,5,6
25225,Dwight, wait shut up,5,6
25227,Dwight, shh do you hear that,5,6
25229,Dwight, breathing is that you,5,6
25231,Dwight, well stop hold your breath i still hear it whos there kelly is that you hold on puts down phone and runs away,5,6
25233,Dwight, jumps into kellys area ha kelly screams in surprise,5,6
25235,Dwight, hear anything interesting,5,6
25237,Dwight, laughs i think you know,5,6
25239,Dwight, what are you up to girl huh phyllis put you up to this stanley are they paying you,5,6
25241,Dwight, of course i am i know youre the mastermind but youre too stupid to do it by yourself,5,6
25242,Jim, behind dwight,5,6
25243,Dwight, surprised ah,5,6
25244,Jim, easy,5,6
25245,Dwight, ok,5,6
25246,Jim, lets just  lets head back to the desk,5,6
25248,Dwight, the reason that i got bad customer reviews is because i didnt there is a massive conspiracy going on here and i know youre involved,5,6
25250,Pam, in new york thats what she said thats what she said thats what she said,5,6
25251,Jim, good one  ,5,6
25252,Jim, enters breakroom hey sorry about dwight by the way,5,6
25254,Jim, well we all handle it differently i personally choose to handle it like a normal person but,5,6
25256,Jim, hey how are you and darryl,5,6
25258,Jim, bye,5,6
25259,Pam, on bluetooth that was weird,5,6
25260,Jim, what was,5,6
25261,Pam, have you ever had a conversation with kelly where she didnt go on for 15 minutes without taking a breath,5,6
25262,Jim, no actually,5,6
25263,Pam, did you do something to her,5,6
25264,Jim, i dont think so,5,6
25265,Pam, well somethings off  ,5,6
25266,Jim, hey hows things,5,6
25268,Jim, yeah,5,6
25270,Jim, do you have any reason to believe that kelly would be mad at me,5,6
25272,Jim, wait thats pretty weird,5,6
25274,Jim, well andy has a mug just like that,5,6
25276,Jim, no what party,5,6
25278,Jim, i wasnt but thank you to pam do you know anything about this party,5,6
25279,Pam, yes i said you definitely should go but you wanted to visit me instead,5,6
25280,Jim, well i cant be the only one who didnt  sees mugs on angelas and merediths desks  ,5,6
25281,Jim, walks quickly to break room opens cabinet and finds mugs of oscar creed and phyllis  ,5,6
25282,Jim, dwight let me see your coffee cup,5,6
25283,Dwight, no holds sheriffs department mug protectively,5,6
25284,Jim, is that it,5,6
25285,Dwight, no why no puts it in desk drawer and slams it shut,5,6
25286,Jim, ok im gonna assume that was it heres the thing,5,6
25287,Dwight, oh man i knew it who are her coconspirators,5,6
25288,Jim, probably just kelly,5,6
25289,Dwight, obviously i knew it,5,6
25290,Jim, thats what im saying,5,6
25291,Dwight, yeah what,5,6
25292,Jim, you were right,5,6
25293,Dwight, i was  i was right,5,6
25294,Jim, you were right,5,6
25295,Dwight, i was right,5,6
25296,Jim, you knew it,5,6
25297,Dwight, i knew it,5,6
25298,Jim, you knew it the whole time buddy,5,6
25299,Dwight, i knew it the whole time buddy shoves jim,5,6
25300,Jim, wow,5,6
25301,Dwight, yeah woohoo  ,5,6
25302,Pam, in new york right dwight is loud  ,5,6
25303,Dwight, i knew it yeah haha woo kicks near phyllis head she ducks boom kelly the whole time lets get her,5,6
25304,Jim, no no no no dwight dwight dwight lets talk about this  ,5,6
25306,Michael, why dont you tell us,5,6
25308,Dwight, let me paint you a picture of a little girl from southern india who despite being welcomed into this country will now spend the rest of her life in prison for a crime she did commit,5,6
25309,Michael, dwight to kelly i was informed by these gentlemen that the reports that you filed may not entirely be accurate,5,6
25311,Dwight, oh come on you juked the stats cupcake,5,6
25312,Jim, we called about a dozen customers and they all said that they gave us great marks,5,6
25313,Michael, whats going on,5,6
25315,Michael, looks momentarily flattered but thinks better of it kelly,5,6
25317,Michael, you cannot say i was raped and expect all of your problems to go away kelly not again dont keep doing that ill give you one last chance to come clean just tell me what happened,5,6
25319,Dwight, we have our confession im calling security reaches for phone,5,6
25320,Michael, dont dont get away from that dwight please you know what shes got a point about you two you do have a problem dealing with people,5,6
25322,Michael, you were lying,5,6
25324,Michael, yes jim dwight please excuse us,5,6
25325,Dwight, i want to be here when you fire her ass,5,6
25326,Michael, i will call you when it is time jim and dwight leave,5,6
25327,Michael, i have an enormous amount of trouble trying to get people to come to my place and i hate it i cant tell you how much leftover guacamole i have ended up eating over the years i dont even know why i make it in such great quantities heres what were gonna do we are going to sit here for a while make it look good and maybe you should cry can you make yourself cry,5,6
25329,Michael, i think you should do that kelly starts fakecrying then laughing then she and michael both laugh  ,5,6
25331,Pam, hey what are you doing here,5,6
25332,Jim, whos that,5,6
25333,Pam, its alex,5,6
25335,Jim, oh thats gonna be great whos chuck close,5,6
25336,Pam, oh i love chuck close and his photorealist paintings but i have to work,5,6
25338,Pam, ok,5,6
25339,Jim, thats it i want to talk to this guy put me in his ear,5,6
25341,Pam, whats up,5,6
25343,Pam, wow,5,6
25344,Jim, im gonna make a bigger leap here he is into you,5,6
25346,Pam, because they have a great design program and i wanted to see if i was any good at it and i wanted to work on my art too,5,6
25348,Pam, jims in scranton,5,6
25350,Pam, ill see you tomorrow,5,6
25352,Dwight, is that the matsuhashi b400 the worlds tiniest bluetooth reaches toward jims ear may i,5,6
25353,Jim, dont  ,5,6
25354,Dwight, congratulations on choosing schrute farms for your wedding,5,6
25355,Andy, we havent decided on anything yet were still reviewing some options and its gonna come down to the numbers,5,6
25356,Dwight, well then why dont you look over some of our materials opens album,5,6
25357,Andy, oh hmm,5,6
25358,Dwight, looking at angela while i describe to you the excalibur package in addition to the breathtaking natural beauty and smell of schrute farms i can promise you that our grounds can be catered to fit your exact specifications angela smiles i will work tirelessly for you over the coming months and be at your constant disposal andy moves his head into dwights view please feel free to call or stop by any time of the day or night,5,6
25359,Andy, thats very generous,5,6
25360,Dwight, while you my good friend have nothing more to worry about this wedding is officially out of your hands,5,6
25361,Andy, oh thank the good lord deal shakes dwights hand,5,6
25362,Dwight, ok,5,6
25363,Andy, um what are we talking price wise,5,6
25364,Dwight, you already said deal,5,6
25366,Andy, cant argue with that dwight  takes angelas hand you are going to make us so happy dwight and angela grin at each other  ,5,6
25369,Michael, how did i propose let me see well i drove her up to nashua and i had the ring a big 10carat diamond it was beautiful and i got down on my hands and knees and a shooting star crossed overhead and it just lit up the diamond like a shooting star and we were in a restaurant and i put the diamond into a cheeseburger ,5,6
25371,Michael, and she took a bite started to choke so what do i do i have cpr training go around start doing the heimlich,5,6
25372,Jim, perfect,5,6
25373,Michael, the ring 10carat diamond pops out of her mouth hits her shrimp cocktail right onto her finger milliontoone shot all of the greek people in the restaurant start screaming opa which means congratulations so,5,6
25374,Andy, oh man  ,5,6
25375,Pam, in jims ear ask how hes doing since the breakup,5,6
25376,Jim, so how you holdin up,5,6
25377,Michael, im pretty much devastated,5,6
25378,Pam, ask if theres anything you can do,5,6
25379,Jim, you know what you should do take a vacation,5,6
25380,Michael, maybe go to sandals jamaica or the other sandals jamaica i just dont want to go by myself,5,6
25381,Pam, tell him youd like to go with him,5,6
25382,Jim, we should take a look at those surveys  ,5,6
25383,Michael,  why are surveys important okay hypothetical,5,6
25385,Michael, great marks phyllis phyllis walks out of michaels office smiling,5,6
25388,Andy, hand up seeking a high five up dont leave me hangin they do  ,5,6
25389,Dwight,  what do i do with my bonus check scoffs simple purchase paper from myself boosts my sales which boosts my bonus last year i bought even more paper to make this years bonus even bigger eventually ill get a bonus so big i can retire on it and ill use the paper to write my memoirs  ,5,6
25390,Michael,  i taught jim and dwight everything i know about sales but there are certain things that cannot be taught and it is these things that i now must teach them  ,5,6
25391,Michael, attention all problem sales persons jim halpert dwight schrute,5,6
25392,Dwight, raises hand here,5,6
25393,Michael, intensive oneonone retraining will begin after lunch that is all,5,6
25394,Andy, i am no longer the worst salesman in the office yes andy gestures excitedly knocking over his coffee mug ow dammit  ,5,6
25395,Jim,  dwight and i are both writing letters to our clients im just sending a quick note to say how much i appreciate their business and he is writing notarized letters to inform them them that lying on customer reviews is a prosecutable form of fraud and defamation its just different styles  ,5,6
25396,Dwight,  my job is to manipulate the customer into buying paper in return they give me money i am the predator and they are the prey would a mouse give a positive review to a hawk should the hawk even care sighs heavily nearly starts to cry excuse me ive got work to do  ,5,6
25400,Dwight, hey what are you laughing at,5,6
25402,Dwight, are you laughing at me,5,6
25405,Dwight, looks at cartoon how is that funny what are you really laughing at huh,5,6
25408,Dwight, looking at cartoon theres no way youre laughing at this  ,5,6
25409,Jim, peering nervously through conference room window oh i dont have anything to say im just hiding from dwight,5,6
25410,Dwight, is seen taking apart his phone receiver to check for listening devices  ,5,6
25411,Dwight,  its good to be paranoid people need to be more paranoid case in point jfk if i had been jfk i would have seen all three gunmen i would have pulled out my concealed luger and fired first man in book depository boom  grassy knoll boom fake jackie boom pretends to kiss then shoot imaginary person to his left  then i shoot myself so i dont change history and create a paradox boom but right at the last minute contorts head sideways i twist out of the way of the bullet nice try history better luck next year  ,5,6
25412,Jim,   so as it turns out dwight is right how bizarre,5,6
25413,Pam, in jims ear i wonder what else dwights been right about  ,5,6
25414,Dwight, major pharmaceuticals do not want you to know that beet juice has medicinal value both as an aphrodisiac and a laxative,5,6
25415,Dwight, the scranton zoning board has a strong bias against beet farmers the mayor is in the pocket of big lettuce,5,6
25416,Dwight, battlestar galactica isnt a documentary exactly ,5,6
25417,Dwight, the book all the presidents men is about a conspiracy just not the one people think,5,6
25418,Dwight, jesus had a daughter and she was the mona lisa,5,6
25419,Dwight, what we have come to know as fake crab meat is in fact real crab meat and real crab meat is lobster  ,5,6
25431,Michael, i am jetting off on an international business trip,5,7
25432,Jim, where are you going,5,7
25433,Michael, to canada,5,7
25434,Jim, where is it,5,7
25435,Michael, canada,5,7
25436,Jim, okay  ,5,7
25437,Michael, my boss is sending me abroad to do a presentation to an international client and i have always been intrigued by all things international  the women the pancakes the man of mystery  ,5,7
25438,Michael, meredith i would like you to pretend that you are from abu dhabi,5,7
